Plant Type,pop.id,mf,rep,rack,unique.ID,bed,block,row,column
F1,WV x WL2,,6,12,1021,C,C2,37,B
F1,WV x WL2,,7,12,1022,F,F1,22,B
F1,WV x WL2,,8,12,1023,A,A1,14,A
F1,WV x WL2,,9,12,1024,B,B1,21,C
F1,WV x WL2,,10,12,1025,B,B2,32,B
F1,WV x WL2,,11,12,1026,E,E1,9,A
F1,WV x WL2,,12,12,1027,C,C1,17,A
F1,WV x WL2,,13,12,1028,D,D2,29,A
F1,WV x WL2,,14,12,1029,F,F2,34,C
F1,WV x WL2,,15,12,1030,E,E2,34,D
F1,WV x WL2,,16,12,1031,D,D1,15,B
F1,WV x WL2,,17,12,1032,A,A2,44,C
F1,WV x WL2,,18,12,1033,C,C2,36,C
F1,WV x WL2,,19,12,1034,F,F1,16,B
F1,WV x WL2,,20,12,1035,A,A1,6,B
F1,WV x WL2,,21,12,1036,B,B1,13,D
F1,WV x WL2,,22,12,1037,B,B2,34,D
F1,WV x WL2,,23,12,1038,E,E1,12,C
F1,WV x WL2,,24,12,1039,C,C1,9,A
F1,WV x WL2,,25,12,1040,D,D2,37,B
F1,WV x WL2,,26,12,1041,F,F2,36,D
F1,WV x WL2,,27,12,1042,E,E2,40,A
F1,WV x WL2,,28,12,1043,D,D1,18,C
F1,WV x WL2,,29,12,1044,A,A2,40,D
F1,WV x WL2,,30,12,1045,C,C2,28,C
F2,(WL2 x DPR) x DPR,,1,13,1046,F,F1,12,B
F2,(WL2 x DPR) x DPR,,2,13,1047,A,A1,14,D
F2,(WL2 x DPR) x DPR,,3,13,1048,B,B1,12,C
F2,(WL2 x DPR) x DPR,,4,13,1049,B,B2,34,C
F2,(WL2 x DPR) x DPR,,5,13,1050,E,E1,8,B
F2,(WL2 x DPR) x DPR,,6,13,1051,C,C1,13,C
F2,(WL2 x DPR) x DPR,,7,13,1052,D,D2,38,D
F2,(WL2 x DPR) x DPR,,8,13,1053,F,F2,39,B
F2,(WL2 x DPR) x DPR,,9,13,1054,E,E2,44,C
F2,(WL2 x DPR) x DPR,,19,13,1055,D,D2,39,A
F2,(WL2 x DPR) x DPR,,10,13,1056,D,D1,22,D
F2,(WL2 x DPR) x DPR,,11,13,1057,A,A2,27,D
F2,(WL2 x DPR) x DPR,,12,13,1058,C,C2,35,C
F2,(WL2 x DPR) x DPR,,13,13,1059,F,F1,3,D
F2,(WL2 x DPR) x DPR,,14,13,1060,A,A1,18,A
F2,(WL2 x DPR) x DPR,,15,13,1061,B,B1,13,C
F2,(WL2 x DPR) x DPR,,16,13,1062,B,B2,43,B
F2,(WL2 x DPR) x DPR,,17,13,1063,E,E1,6,A
F2,(WL2 x DPR) x DPR,,18,13,1064,C,C1,3,A
F2,(WL2 x DPR) x DPR,,20,13,1065,F,F2,37,C
F2,(WL2 x DPR) x WL2,,1,13,1066,E,E2,26,A
F2,(WL2 x DPR) x WL2,,2,13,1067,D,D1,11,B
F2,(WL2 x DPR) x WL2,,3,13,1068,A,A2,42,A
F2,(WL2 x DPR) x WL2,,4,13,1069,C,C2,29,C
F2,(WL2 x DPR) x WL2,,5,13,1070,F,F1,14,D
F2,(WL2 x DPR) x WL2,,6,13,1071,A,A1,6,D
F2,(WL2 x DPR) x WL2,,7,13,1072,B,B1,11,D
F2,(WL2 x DPR) x WL2,,8,13,1073,B,B2,44,D
F2,(WL2 x DPR) x WL2,,9,13,1074,E,E1,17,D
F2,(WL2 x DPR) x WL2,,10,13,1075,C,C1,6,C
F2,(WL2 x DPR) x WL2,,11,13,1076,D,D2,27,D
F2,(WL2 x DPR) x WL2,,12,13,1077,F,F2,39,C
F2,(WL2 x DPR) x WL2,,13,13,1078,E,E2,24,D
F2,(WL2 x DPR) x WL2,,14,13,1079,D,D1,11,D
F2,(WL2 x DPR) x WL2,,15,13,1080,A,A2,36,B
F2,(WL2 x DPR) x WL2,,16,13,1081,C,C2,43,C
F2,(WL2 x DPR) x WL2,,17,13,1082,F,F1,2,A
F2,(WL2 x DPR) x WL2,,18,13,1083,A,A1,13,D
F2,(WL2 x DPR) x WL2,,19,13,1084,B,B1,20,B
F2,(WL2 x DPR) x WL2,,20,13,1085,B,B2,36,A
F2,WV x (WV x WL2),,1,13,1086,E,E1,11,A
F2,WV x (WV x WL2),,2,13,1087,C,C1,23,D
F2,WV x (WV x WL2),,3,13,1088,D,D2,40,D
F2,WV x (WV x WL2),,4,13,1089,F,F2,31,B
F2,WV x (WV x WL2),,5,13,1090,E,E2,44,D
F2,WV x (WV x WL2),,6,13,1091,D,D1,10,C
F2,WV x (WV x WL2),,7,13,1092,A,A2,32,D
F2,WV x (WV x WL2),,8,13,1093,C,C2,45,A
F2,WV x (WV x WL2),,9,13,1094,F,F1,4,A
F2,WV x (WV x WL2),,10,13,1095,A,A1,14,B
F2,WV x (WV x WL2),,11,13,1096,B,B1,13,A
F2,WV x (WV x WL2),,12,13,1097,B,B2,44,B
F2,WV x (WV x WL2),,13,13,1098,E,E1,15,D
F2,WV x (WV x WL2),,14,13,1099,C,C1,12,D
F2,WV x (WV x WL2),,15,13,1100,D,D2,34,D
F2,WV x (WV x WL2),,16,13,1101,F,F2,25,C
F2,WV x (WV x WL2),,17,13,1102,E,E2,42,A
F2,WV x (WV x WL2),,18,13,1103,D,D1,8,C
F2,WV x (WV x WL2),,19,13,1104,A,A2,33,D
F2,WV x (WV x WL2),,20,13,1105,C,C2,32,C
F2,(LV1 x WL2) x (SQ3 x WL2),,7,13,1112,F,F1,13,B
F2,(LV1 x WL2) x (SQ3 x WL2),,17,13,1122,A,A1,12,D
F2,DPR x (DPR x WL2),,3,14,1128,B,B1,9,C
F2,DPR x (WL2 x DPR),,2,14,1131,B,B2,27,C
F2,DPR x (WL2 x DPR),,3,14,1132,E,E1,5,C
F2,DPR x (WL2 x DPR),,4,14,1133,C,C1,20,A
F2,DPR x (WL2 x DPR),,5,14,1134,D,D2,25,B
F2,(LV1 x WL2) x WL2,,1,14,1135,F,F2,37,B
F2,(LV1 x WL2) x WL2,,2,14,1136,E,E2,41,D
F2,(LV1 x WL2) x WL2,,3,14,1137,D,D1,19,D
F2,(LV1 x WL2) x WL2,,4,14,1138,A,A2,35,C
F2,(LV1 x WL2) x WL2,,5,14,1139,C,C2,33,A
F2,(LV1 x WL2) x WL2,,6,14,1140,F,F1,19,A
F2,(LV1 x WL2) x WL2,,7,14,1141,A,A1,7,D
F2,(LV1 x WL2) x WL2,,8,14,1142,B,B1,18,B
F2,(LV1 x WL2) x WL2,,9,14,1143,B,B2,25,C
F2,(LV1 x WL2) x WL2,,10,14,1144,E,E1,13,C
F2,(LV1 x WL2) x WL2,,11,14,1145,C,C1,7,A
F2,(LV1 x WL2) x WL2,,12,14,1146,D,D2,26,A
F2,(LV1 x WL2) x WL2,,13,14,1147,F,F2,29,A
F2,(LV1 x WL2) x WL2,,14,14,1148,E,E2,25,A
F2,(LV1 x WL2) x WL2,,15,14,1149,D,D1,6,D
F2,(LV1 x WL2) x WL2,,16,14,1150,A,A2,32,B
F2,(LV1 x WL2) x WL2,,17,14,1151,C,C2,38,C
F2,(LV1 x WL2) x WL2,,18,14,1152,F,F1,19,D
F2,(LV1 x WL2) x WL2,,19,14,1153,A,A1,21,D
F2,(LV1 x WL2) x WL2,,20,14,1154,B,B1,8,C
F2,(LV1 x WL2) x (YO11 x WL2),,6,14,1160,B,B2,31,C
F2,(SQ3 x WL2) x (SQ3 x WL2),,3,14,1165,E,E1,15,C
F2,(SQ3 x WL2) x WL2,,1,14,1172,C,C1,4,D
F2,(SQ3 x WL2) x WL2,,2,14,1173,D,D2,41,B
F2,(SQ3 x WL2) x WL2,,14,14,1185,F,F2,36,C
F2,TM2 x (TM2 x BH),,3,14,1194,E,E2,32,C
F2,TM2 x (TM2 x BH),,4,14,1195,D,D1,23,B
F2,TM2 x (TM2 x BH),,5,14,1196,A,A2,45,B
F2,TM2 x (TM2 x BH),,6,14,1197,C,C2,26,B
F2,TM2 x (TM2 x BH),,7,14,1198,F,F1,17,A
F2,TM2 x (TM2 x BH),,8,14,1199,A,A1,2,C
F2,TM2 x (TM2 x BH),,9,14,1200,B,B1,3,B
F2,TM2 x (TM2 x BH),,11,14,1202,B,B2,33,B
F2,TM2 x (TM2 x BH),,13,14,1204,E,E1,20,C
F2,TM2 x (TM2 x BH),,17,14,1208,C,C1,20,C
F2,TM2 x (TM2 x BH),,18,14,1209,D,D2,36,B
F2,TM2 x (TM2 x BH),,19,14,1210,F,F2,40,C
F2,TM2 x (TM2 x BH),,20,14,1211,E,E2,42,B
F2,(TM2 x BH) x TM2,,1,15,1212,D,D1,16,D
F2,(TM2 x BH) x TM2,,2,15,1213,A,A2,32,A
F2,(TM2 x BH) x TM2,,3,15,1214,C,C2,29,D
F2,(TM2 x BH) x TM2,,4,15,1215,F,F1,7,D
F2,(TM2 x BH) x TM2,,5,15,1216,A,A1,3,D
F2,(TM2 x BH) x TM2,,6,15,1217,B,B1,20,D
F2,(TM2 x BH) x TM2,,7,15,1218,B,B2,40,C
F2,(TM2 x BH) x TM2,,8,15,1219,E,E1,16,C
F2,(TM2 x BH) x TM2,,9,15,1220,C,C1,15,B
F2,(TM2 x BH) x TM2,,10,15,1221,D,D2,35,D
F2,(TM2 x BH) x TM2,,11,15,1222,F,F2,35,B
F2,(TM2 x BH) x TM2,,12,15,1223,E,E2,45,B
F2,(TM2 x BH) x TM2,,13,15,1224,D,D1,10,A
F2,(TM2 x BH) x TM2,,14,15,1225,A,A2,33,A
F2,(TM2 x BH) x TM2,,15,15,1226,C,C2,29,B
F2,(TM2 x BH) x TM2,,16,15,1227,F,F1,17,B
F2,(TM2 x BH) x TM2,,17,15,1228,A,A1,13,B
F2,(TM2 x BH) x TM2,,18,15,1229,B,B1,15,D
F2,(TM2 x BH) x TM2,,19,15,1230,B,B2,33,A
F2,(TM2 x BH) x TM2,,20,15,1231,E,E1,21,D
F2,(TM2 x BH) x (TM2 x WL2),,1,15,1232,C,C1,12,B
F2,(TM2 x BH) x (TM2 x WL2),,2,15,1233,D,D2,27,C
F2,(TM2 x BH) x (TM2 x WL2),,3,15,1234,F,F2,31,C
F2,(TM2 x BH) x (TM2 x WL2),,4,15,1235,E,E2,35,C
F2,(TM2 x BH) x (TM2 x WL2),,5,15,1236,D,D1,5,B
F2,(TM2 x BH) x (TM2 x WL2),,6,15,1237,A,A2,42,C
F2,(TM2 x BH) x (TM2 x WL2),,7,15,1238,C,C2,33,C
F2,(TM2 x BH) x (TM2 x WL2),,8,15,1239,F,F1,17,C
F2,(TM2 x BH) x (TM2 x WL2),,9,15,1240,A,A1,4,C
F2,(TM2 x BH) x (TM2 x WL2),,10,15,1241,B,B1,14,A
F2,(TM2 x BH) x (TM2 x WL2),,11,15,1242,B,B2,32,A
F2,(TM2 x BH) x (TM2 x WL2),,12,15,1243,E,E1,22,B
F2,(TM2 x BH) x (TM2 x WL2),,13,15,1244,C,C1,17,D
F2,(TM2 x BH) x (TM2 x WL2),,14,15,1245,D,D2,26,C
F2,(TM2 x BH) x (TM2 x WL2),,15,15,1246,F,F2,42,C
F2,(TM2 x BH) x (TM2 x WL2),,16,15,1247,E,E2,34,A
F2,(TM2 x BH) x (TM2 x WL2),,17,15,1248,D,D1,17,B
F2,(TM2 x BH) x (TM2 x WL2),,18,15,1249,A,A2,44,D
F2,(TM2 x BH) x (TM2 x WL2),,19,15,1250,C,C2,35,D
F2,(TM2 x BH) x (TM2 x WL2),,20,15,1251,F,F1,2,B
F2,(TM2 x WL2) x (TM2 x BH),,1,15,1252,A,A1,3,B
F2,(TM2 x WL2) x (TM2 x BH),,3,15,1254,B,B1,6,D
F2,(TM2 x WL2) x (TM2 x BH),,4,15,1255,B,B2,31,D
F2,(TM2 x WL2) x (TM2 x BH),,5,15,1256,E,E1,4,C
F2,(TM2 x WL2) x (TM2 x BH),,6,15,1257,C,C1,6,B
F2,(TM2 x WL2) x (TM2 x BH),,7,15,1258,D,D2,44,D
F2,(TM2 x WL2) x (TM2 x BH),,9,15,1260,F,F2,32,A
F2,(TM2 x WL2) x (TM2 x BH),,10,15,1261,E,E2,29,D
F2,(TM2 x WL2) x (TM2 x BH),,11,15,1262,D,D1,13,C
F2,(TM2 x WL2) x (TM2 x WL2),,1,15,1264,A,A2,32,C
F2,(TM2 x WL2) x (TM2 x WL2),,2,15,1265,C,C2,42,D
F2,(TM2 x WL2) x (TM2 x WL2),,3,15,1266,F,F1,20,A
F2,(TM2 x WL2) x (TM2 x WL2),,4,15,1267,A,A1,13,A
F2,(TM2 x WL2) x (TM2 x WL2),,6,15,1269,B,B1,22,C
F2,(TM2 x WL2) x (TM2 x WL2),,7,15,1270,B,B2,31,A
F2,(TM2 x WL2) x (TM2 x WL2),,8,15,1271,E,E1,13,A
F2,(TM2 x WL2) x (TM2 x WL2),,10,15,1273,C,C1,9,D
F2,(TM2 x WL2) x (TM2 x WL2),,11,15,1274,D,D2,25,D
F2,(TM2 x WL2) x WL2,,1,15,1275,F,F2,38,B
F2,(TM2 x WL2) x WL2,,2,15,1276,E,E2,39,C
F2,(TM2 x WL2) x WL2,,3,15,1277,D,D1,14,C
F2,(TM2 x WL2) x WL2,,4,15,1278,A,A2,40,A
F2,(TM2 x WL2) x WL2,,5,15,1279,C,C2,44,C
F2,(TM2 x WL2) x WL2,,6,15,1280,F,F1,13,A
F2,(TM2 x WL2) x WL2,,7,15,1281,A,A1,2,D
F2,(TM2 x WL2) x WL2,,8,15,1282,B,B1,18,A
F2,(TM2 x WL2) x WL2,,9,15,1283,B,B2,42,B
F2,(TM2 x WL2) x WL2,,10,15,1284,E,E1,16,B
F2,(TM2 x WL2) x WL2,,11,15,1285,C,C1,11,C
F2,(TM2 x WL2) x WL2,,12,15,1286,D,D2,44,C
F2,(TM2 x WL2) x WL2,,13,15,1287,F,F2,30,B
F2,(TM2 x WL2) x WL2,,14,15,1288,E,E2,27,D
F2,(TM2 x WL2) x WL2,,15,15,1289,D,D1,19,C
F2,(TM2 x WL2) x WL2,,16,15,1290,A,A2,39,A
F2,(TM2 x WL2) x WL2,,17,15,1291,C,C2,39,D
F2,(TM2 x WL2) x WL2,,18,15,1292,F,F1,22,A
F2,(TM2 x WL2) x WL2,,19,15,1293,A,A1,22,A
F2,(TM2 x WL2) x WL2,,20,15,1294,B,B1,10,B
F2,(TM2 x WL2) x (YO11 x WL2),,1,15,1295,B,B2,27,A
F2,(TM2 x WL2) x (YO11 x WL2),,2,15,1296,E,E1,9,C
F2,(TM2 x WL2) x (YO11 x WL2),,3,15,1297,C,C1,8,D
F2,(TM2 x WL2) x (YO11 x WL2),,4,15,1298,D,D2,43,B
F2,(TM2 x WL2) x (YO11 x WL2),,6,15,1300,F,F2,25,B
F2,(TM2 x WL2) x (YO11 x WL2),,7,15,1301,E,E2,41,C
F2,(TM2 x WL2) x (YO11 x WL2),,8,15,1302,D,D1,19,A
F2,(TM2 x WL2) x (YO11 x WL2),,10,15,1304,A,A2,45,C
F2,(TM2 x WL2) x TM2,,3,16,1309,C,C2,27,C
F2,(YO11 x WL2) x WL2,,2,16,1312,F,F1,19,C
F2,(YO11 x WL2) x WL2,,5,16,1315,A,A1,3,A
F2,(YO11 x WL2) x WL2,,6,16,1316,B,B1,19,C
F2,(YO11 x WL2) x WL2,,7,16,1317,B,B2,35,B
F2,(YO11 x WL2) x WL2,,11,16,1321,E,E1,6,C
F2,(YO11 x WL2) x WL2,,20,16,1330,C,C1,15,D
F2,(WV x WL2) x WV,,3,16,1333,D,D2,44,A
F2,(WV x WL2) x WV,,4,16,1334,F,F2,41,A
F2,(WV x WL2) x WV,,5,16,1335,E,E2,33,C
F2,(WV x WL2) x WV,,6,16,1336,D,D1,2,A
F2,(WV x WL2) x WV,,7,16,1337,A,A2,38,A
F2,(WV x WL2) x WV,,8,16,1338,C,C2,28,B
F2,(WV x WL2) x WV,,9,16,1339,F,F1,4,B
F2,(WV x WL2) x WV,,14,16,1344,A,A1,6,A
F2,(WV x WL2) x WV,,16,16,1346,B,B1,22,D
F2,(WV x WL2) x WV,,17,16,1347,B,B2,24,B
F2,(WV x WL2) x WV,,18,16,1348,E,E1,8,D
F2,(WV x WL2) x WV,,19,16,1349,C,C1,11,B
F2,(WV x WL2) x WV,,20,16,1350,D,D2,43,D
F2,TM2 x (TM2 X WL2),,2,16,1352,F,F2,44,D
F2,TM2 x (TM2 X WL2),,12,16,1362,E,E2,43,C
F2,TM2 x (TM2 X WL2),,13,16,1363,D,D1,4,B
F2,TM2 x (TM2 X WL2),,14,16,1364,A,A2,30,A
F2,TM2 x (TM2 X WL2),,15,16,1365,C,C2,36,D
F2,TM2 x (TM2 X WL2),,16,16,1366,F,F1,21,D
F2,TM2 x (TM2 X WL2),,17,16,1367,A,A1,15,A
F2,TM2 x (TM2 X WL2),,18,16,1368,B,B1,4,B
F2,TM2 x (TM2 X WL2),,20,16,1370,B,B2,31,B
F2,(TM2 x BH) x BH,,1,16,1371,E,E1,10,A
F2,(TM2 x BH) x BH,,2,16,1372,C,C1,20,B
F2,(TM2 x BH) x BH,,3,16,1373,D,D2,40,A
F2,(TM2 x BH) x BH,,4,16,1374,F,F2,27,D
F2,(TM2 x BH) x BH,,5,16,1375,E,E2,27,C
F2,(TM2 x BH) x BH,,6,16,1376,D,D1,13,D
F2,(TM2 x BH) x BH,,7,16,1377,A,A2,26,B
F2,(TM2 x BH) x BH,,8,16,1378,C,C2,25,D
F2,(TM2 x BH) x BH,,9,16,1379,F,F1,3,A
F2,(TM2 x BH) x BH,,10,16,1380,A,A1,13,C
F2,(TM2 x BH) x BH,,11,16,1381,B,B1,2,C
F2,(TM2 x BH) x BH,,12,16,1382,B,B2,29,C
F2,(TM2 x BH) x BH,,13,16,1383,E,E1,4,D
F2,(TM2 x BH) x BH,,14,16,1384,C,C1,8,A
F2,(TM2 x BH) x BH,,15,16,1385,D,D2,33,A
F2,(TM2 x BH) x BH,,16,16,1386,F,F2,25,D
F2,(TM2 x BH) x BH,,17,16,1387,E,E2,32,B
F2,(TM2 x BH) x BH,,18,16,1388,D,D1,3,D
F2,(TM2 x BH) x BH,,19,16,1389,A,A2,28,B
F2,(TM2 x BH) x BH,,20,16,1390,C,C2,34,D
F1,TM2 x WL2,,1,,2001,F,F1,9,A
F1,TM2 x WL2,,1,,2002,A,A1,17,A
F1,TM2 x DPR,,3,,2003,B,B1,5,C
F1,TM2 x DPR,,2,,2004,B,B2,28,A
F1,TM2 x DPR,,1,,2005,E,E1,12,A
F1,TM2 x DPR,,2,,2006,C,C1,11,A
F1,TM2 x DPR,,1,,2007,D,D2,30,A
F1,TM2 x WL2,,1,,2008,F,F2,31,D
F1,WV x TM2,,2,,2009,E,E2,31,D
F1,WV x TM2,,1,,2010,D,D1,3,A
F1,WV x TM2,,1,,2011,A,A2,26,C
F1,WV x TM2,,1,,2012,C,C2,27,B
F1,WV x TM2,,2,,2013,F,F1,15,D
F1,WV x TM2,,3,,2014,A,A1,11,C
F1,WV x WL2,,1,,2015,B,B1,3,C
F1,WV x WL2,,2,,2016,B,B2,38,A
F1,WV x WL2,,3,,2017,E,E1,12,B
F1,WV x WL2,,4,,2018,C,C1,19,A
F2,(LV1 x WL2) x WL2,,4,,2019,D,D2,33,C
F2,(LV1 x WL2) x WL2,,3,,2020,F,F2,43,C
F2,(LV1 x WL2) x WL2,,2,,2021,E,E2,40,B
F2,(LV1 x WL2) x WL2,,1,,2022,D,D1,21,A
F2,(LV1 x WL2) x WL2,,5,,2023,A,A2,38,C
F2,(LV1 x WL2) x WL2,,6,,2024,C,C2,41,B
F2,(LV1 x WL2) x WL2,,7,,2025,F,F1,7,C
F2,(LV1 x WL2) x WL2,,8,,2026,A,A1,22,D
F2,(WL2 x DPR) x WL2,,1,,2027,B,B1,18,C
F2,(WL2 x DPR) x WL2,,2,,2028,B,B2,37,C
F2,WV x (WV x WL2),,1,,2029,E,E1,2,D
F2,WV x (WV x WL2),,2,,2030,C,C1,2,B
F2,WV x (WV x WL2),,3,,2031,D,D2,29,C
F2,WV x (WV x WL2),,4,,2032,F,F2,39,A
F2,WV x (WV x WL2),,5,,2033,E,E2,33,D
F2,WV x (WV x WL2),,6,,2034,D,D1,20,C
F2,WV x (WV x WL2),,7,,2035,A,A2,34,D
F2,WV x (WV x WL2),,8,,2036,C,C2,44,B
F2,WV x (WV x WL2),,9,,2037,F,F1,12,A
F2,WV x (WV x WL2),,10,,2038,A,A1,21,C
F2,WV x (WV x WL2),,11,,2039,B,B1,12,A
F2,WV x (WV x WL2),,12,,2040,B,B2,28,B
F2,WV x (WV x WL2),,13,,2041,E,E1,14,B
F2,WV x (WV x WL2),,14,,2042,C,C1,3,D
F2,WV x (WV x WL2),,15,,2043,D,D2,27,B
F2,(TM2 x BH) x BH,,1,,2044,F,F2,42,B
F2,(TM2 x BH) x BH,,2,,2045,E,E2,33,A
F2,(TM2 x BH) x BH,,3,,2046,D,D1,5,D
F2,(TM2 x BH) x BH,,4,,2047,A,A2,43,C
F2,(TM2 x BH) x BH,,1,,2048,C,C2,36,B
F2,(TM2 x BH) x BH,,2,,2049,F,F1,18,C
F2,(TM2 x BH) x BH,,3,,2050,A,A1,22,C
F2,(TM2 x WL2) x WL2,,1,,2051,B,B1,15,A
,buffer,,,,,A,A2,24,B
,buffer,,,,,A,A2,24,C
,buffer,,,,,A,A2,46,A
,buffer,,,,,A,A2,46,B
,buffer,,,,,A,A2,46,C
,buffer,,,,,A,A2,46,D
,buffer,,,,,B,B2,24,A
,buffer,,,,,B,B2,24,C
,buffer,,,,,B,B2,45,A
,buffer,,,,,B,B2,46,A
,buffer,,,,,B,B2,46,B
,buffer,,,,,B,B2,46,C
,buffer,,,,,B,B2,46,D
,buffer,,,,,C,C2,24,C
,buffer,,,,,C,C2,45,D
,buffer,,,,,C,C2,46,A
,buffer,,,,,C,C2,46,B
,buffer,,,,,C,C2,46,C
,buffer,,,,,C,C2,46,D
,buffer,,,,,D,D2,24,B
,buffer,,,,,D,D2,24,C
,buffer,,,,,D,D2,45,B
,buffer,,,,,D,D2,46,A
,buffer,,,,,D,D2,46,B
,buffer,,,,,D,D2,46,C
,buffer,,,,,D,D2,46,D
,buffer,,,,,E,E2,24,C
,buffer,,,,,E,E2,45,D
,buffer,,,,,E,E2,46,A
,buffer,,,,,E,E2,46,B
,buffer,,,,,E,E2,46,C
,buffer,,,,,E,E2,46,D
,buffer,,,,,F,F2,24,A
,buffer,,,,,F,F2,24,D
,buffer,,,,,F,F2,45,D
,buffer,,,,,F,F2,46,A
,buffer,,,,,F,F2,46,B
,buffer,,,,,F,F2,46,C
,buffer,,,,,F,F2,46,D
,buffer,,,,,A,A1,1,A
,buffer,,,,,A,A1,1,B
,buffer,,,,,A,A1,1,C
,buffer,,,,,A,A1,1,D
,buffer,,,,,A,A1,23,A
,buffer,,,,,A,A1,23,C
,buffer,,,,,B,B1,1,A
,buffer,,,,,B,B1,1,B
,buffer,,,,,B,B1,1,C
,buffer,,,,,B,B1,1,D
,buffer,,,,,B,B1,23,A
,buffer,,,,,B,B1,23,D
,buffer,,,,,C,C1,1,A
,buffer,,,,,C,C1,1,B
,buffer,,,,,C,C1,1,C
,buffer,,,,,C,C1,1,D
,buffer,,,,,C,C1,23,A
,buffer,,,,,C,C1,23,B
,buffer,,,,,C,C1,23,C
,buffer,,,,,D,D1,1,A
,buffer,,,,,D,D1,1,B
,buffer,,,,,D,D1,1,C
,buffer,,,,,D,D1,1,D
,buffer,,,,,D,D1,23,C
,buffer,,,,,D,D1,23,D
,buffer,,,,,E,E1,1,A
,buffer,,,,,E,E1,1,B
,buffer,,,,,E,E1,1,C
,buffer,,,,,E,E1,1,D
,buffer,,,,,E,E1,23,A
,buffer,,,,,E,E1,23,B
,buffer,,,,,E,E1,23,C
,buffer,,,,,F,F1,1,A
,buffer,,,,,F,F1,1,B
,buffer,,,,,F,F1,1,C
,buffer,,,,,F,F1,1,D
,buffer,,,,,F,F1,23,B
,buffer,,,,,F,F1,23,D
