bed,row,col,unique.ID,phen,diam.mm,num.flw,num.fruit or date.collected,long.fruit.cm,total.branch,overhd.diam,overhd.perp,survey.date,survey.notes,
F,38,D,756,P,13.03,0,5/30/24,7,1,69,82,5/23/24,,
F,39,C,1077,X,8.58,0,6/27/24,NA,3,21.5,17.4,6/27/24,,
F,39,D,161,X,3.8,0,6/27/24,NA,3,10.5,6.5,6/27/24,,
F,40,C,1210,P,17.68,0,5/30/24,7,1,75,64,5/14/24,,
F,40,D,969,,,,,,,,,,,
F,41,C,616,P,20.36,0,6/20/24,10.2,3,100,81,6/20/24,,
F,41,D,510,P,12.26,0,6/20/24,9.4,4,59,58,6/20/24,,
F,42,C,1246,P,15.88,0,6/20/24,7.9,3,84,82,6/20/24,,
F,42,D,14,P,10.86,0,6/20/24,9.1,1,46,41,6/20/24,,
F,43,C,2020,V,8.45,NA,,NA,3,52,39,7/11/24,,
F,43,D,293,,,,,,,,,,,
F,44,C,1017,X,7.1,0,6/27/24,NA,2,15.5,14,6/27/24,,
F,44,D,1352,P,13.8,0,,7.5,2,66,50,5/23/24,6/6 seems to have been collected,
F,45,C,438,P,22.6,0,6/20/24,7.6,3,109,100,6/20/24,,
F,45,D,buffer,,,,,,,,,,,
F,46,C,buffer,,,,,,,,,,,
F,46,D,buffer,,,,,,,,,,,
